#! FIELDS active_rmsd inactive_rmsd file.free der_active_rmsd der_inactive_rmsd
#! SET min_active_rmsd 0.668568
#! SET max_active_rmsd 18.4217
#! SET nbins_active_rmsd  201
#! SET periodic_active_rmsd false
#! SET min_inactive_rmsd 0.182463
#! SET max_inactive_rmsd 18.4169
#! SET nbins_inactive_rmsd  201
#! SET periodic_inactive_rmsd false
    0.668568000    0.182463000   54.650216820   -0.000000000   -0.000000000
    0.757333660    0.182463000   54.650216820   -0.000000000   -0.000000000
    0.846099320    0.182463000   54.650216820   -0.000000000   -0.000000000
    0.934864980    0.182463000   54.650216820   -0.000000000   -0.000000000
    1.023630640    0.182463000   54.650216820   -0.000000000   -0.000000000
    1.112396300    0.182463000   54.650216820   -0.000000000   -0.000000000
    1.201161960    0.182463000   54.650216820   -0.000000000   -0.000000000
    1.289927620    0.182463000   54.650216820   -0.000000000   -0.000000000
    1.378693280    0.182463000   54.650216820   -0.000000000   -0.000000000
    1.467458940    0.182463000   54.650216820   -0.000000000   -0.000000000
    1.556224600    0.182463000   54.650216820   -0.000000000   -0.000000000
    1.644990260    0.182463000   54.650216820   -0.000000000   -0.000000000
    1.733755920    0.182463000   54.650216820   -0.000000000   -0.000000000
    1.822521580    0.182463000   54.650216820   -0.000000000   -0.000000000
    1.911287240    0.182463000   54.650216820   -0.000000000   -0.000000000
    2.000052900    0.182463000   54.650216820   -0.000000000   -0.000000000
    2.088818560    0.182463000   54.650216820   -0.000000000   -0.000000000
    2.177584220    0.182463000   54.650216820   -0.000000000   -0.000000000
    2.266349880    0.182463000   54.650216820   -0.000000000   -0.000000000
    2.355115540    0.182463000   54.650216820   -0.000000000   -0.000000000
    2.443881200    0.182463000   54.650216820   -0.000000000   -0.000000000
    2.532646860    0.182463000   54.650216820   -0.000000000   -0.000000000
    2.621412520    0.182463000   54.650216820   -0.000000000   -0.000000000
    2.710178180    0.182463000   54.650216820   -0.000000000   -0.000000000
    2.798943840    0.182463000   54.650216820   -0.000000000   -0.000000000
    2.887709500    0.182463000   54.650216820   -0.000000000   -0.000000000
    2.976475160    0.182463000   54.650216820   -0.000000000   -0.000000000
    3.065240820    0.182463000   54.650216820   -0.000000000   -0.000000000
    3.154006480    0.182463000   54.650216820   -0.000000000   -0.000000000
    3.242772140    0.182463000   54.650216820   -0.000000000   -0.000000000
    3.331537800    0.182463000   54.650216820   -0.000000000   -0.000000000
    3.420303460    0.182463000   54.650216820   -0.000000000   -0.000000000
    3.509069120    0.182463000   54.650216820   -0.000000000   -0.000000000
    3.597834780    0.182463000   54.650216820   -0.000000000   -0.000000000
    3.686600440    0.182463000   54.650216820   -0.000000000   -0.000000000
    3.775366100    0.182463000   54.650216820   -0.000000000   -0.000000000
    3.864131760    0.182463000   54.650216820   -0.000000000   -0.000000000
